comp,y
Ba2Sr6Fe6Co2O24,-1.927
Ba2Sr6Fe4Co4O24,-1.96
Ba2Sr6Mn8O24,-1.754
Ba2Sr6Mn1Fe7O24,-1.997
Ba2Sr6Mn2Fe6O24,-1.883
Ba2Sr6Mn4Fe4O24,-1.63
Ba2Sr6Ni8O24,-1.331
Ba2Sr6Fe7Ni1O24,-2.019
Ba2Sr6Fe6Ni2O24,-1.818
Ba2Sr6Fe4Ni4O24,-1.509
Ba3Sr3La2Mn1Fe7O24,-2.496
Ba4Sr4Co8O24,-1.857
Ba4Sr4Fe7Co1O24,-1.958
Ba4Sr4Fe6Co2O24,-1.866
Ba4Sr4Fe4Co4O24,-1.825
Ba4Sr4Mn8O24,-1.703
Ba4Sr4Mn1Fe7O24,-1.868
Ba4Sr4Mn2Fe6O24,-1.82
Ba4Sr4Mn4Fe4O24,-1.618
Ba4Sr4Ni8O24,-1.241
Ba4Sr4Fe7Ni1O24,-1.891
Ba4Sr4Fe6Ni2O24,-1.694
Ba4Sr4Fe4Ni4O24,-1.425
Ca8Co8O24,-2.354
Ca8Fe7Co1O24,-2.552
Ca8Fe6Co2O24,-2.363
Ca8Fe4Co4O24,-2.407
Ca8Mn8O24,-2.249
Ca8Mn1Fe7O24,-2.541
Ca8Mn2Fe6O24,-2.353
Ca8Mn4Fe4O24,-2.237
Ca8Ni8O24,-1.86
Ca8Fe7Ni1O24,-2.555
Ca8Fe6Ni2O24,-2.382
Ca8Fe4Ni4O24,-2.004
Sr6Ca2Fe8O24,-2.36
Sr6Ca2Co8O24,-2.048
Sr6Ca2Fe7Co1O24,-2.289
Sr6Ca2Fe6Co2O24,-2.113
Sr6Ca2Fe4Co4O24,-2.155
Sr6Ca2Mn8O24,-1.911
Sr6Ca2Mn1Fe7O24,-2.26
Sr6Ca2Mn2Fe6O24,-2.212
Sr6Ca2Mn4Fe4O24,-1.866
Sr6Ca2Ni8O24,-1.521
Sr6Ca2Fe7Ni1O24,-2.261
Sr6Ca2Fe6Ni2O24,-2.051
Sr6Ca2Fe4Ni4O24,-1.698
Sr4Ca4Fe8O24,-2.472
Sr4Ca4Co8O24,-2.19
Sr4Ca4Fe7Co1O24,-2.38
Sr4Ca4Fe6Co2O24,-2.203
Sr4Ca4Fe4Co4O24,-2.243
Sr4Ca4Mn8O24,-2.003
Sr4Ca4Mn1Fe7O24,-2.374
Sr4Ca4Mn2Fe6O24,-2.329
Sr4Ca4Mn4Fe4O24,-1.98
Sr4Ca4Ni8O24,-1.622
Sr4Ca4Fe7Ni1O24,-2.382
Sr4Ca4Fe6Ni2O24,-2.168
Sr4Ca4Fe4Ni4O24,-1.81
Sr8Co8O24,-2.002
Sr8Fe7Co1O24,-2.176
Sr8Fe6Co2O24,-2.003
Sr8Fe4Co4O24,-2.051
Sr8Mn8O24,-1.85
Sr8Mn1Fe7O24,-2.258
Sr8Mn2Fe6O24,-1.995
Sr8Mn4Fe4O24,-1.738
Sr8Ni8O24,-1.401
Sr8Fe7Ni1O24,-2.158
Sr8Fe6Ni2O24,-1.921
Sr8Fe4Ni4O24,-1.584
Ba1Sr7V8O24,-3.533
Ba2Sr6V8O24,-3.52
Ba4Sr4V8O24,-3.425
Sr7Ca1V8O24,-3.708
Sr6Ca2V8O24,-3.77
Sr7Dy1V8O24,-3.572
Sr6Dy2V8O24,-3.814
Sr4Dy4V8O24,-4.394
Sr7Gd1V8O24,-3.674
Sr6Gd2V8O24,-3.923
Sr7Ho1V8O24,-3.574
Sr6Ho2V8O24,-3.66
Sr4Ho4V8O24,-3.774
Sr7La1V8O24,-3.719
Sr6La2V8O24,-4.031
Sr7Mg1V8O24,-3.542
Sr6Mg2V8O24,-3.555
Sr4Mg4V8O24,-3.716
Sr7Nd1V8O24,-3.578
Sr6Nd2V8O24,-3.841
Sr4Nd4V8O24,-4.255
Sr7Pr1V8O24,-3.621
Sr6Pr2V8O24,-3.829
Sr7Sm1V8O24,-3.582
Sr6Sm2V8O24,-3.829
Sr4Sm4V8O24,-4.29
Sr7Y1V8O24,-3.572
Sr6Y2V8O24,-3.818
Sr8Al1V7O24,-3.326
Sr8Al2V6O24,-3.139
Sr8Al4V4O24,-1.929
Sr8V7Co1O24,-3.266
Sr8V6Co2O24,-2.989
Sr8V4Co4O24,-2.506
Sr8V7Cr1O24,-3.403
Sr8V6Cr2O24,-3.224
Sr8V4Cr4O24,-2.978
Sr8V7Cu1O24,-3.242
Sr8V6Cu2O24,-2.849
Sr8V4Cu4O24,-1.569
Sr8V7Fe1O24,-3.273
Sr8V6Fe2O24,-3.009
Sr8V4Fe4O24,-2.576
Sr8V7Ga1O24,-3.295
Sr8V6Ga2O24,-3.073
Sr8V4Ga4O24,-1.645
Sr8V7Ge1O24,-3.549
Sr8V6Ge2O24,-3.336
Sr8V4Ge4O24,-3.256
Sr8Hf1V7O24,-3.475
Sr8Hf2V6O24,-3.433
Sr8Hf4V4O24,-3.323
Sr8V7Ir1O24,-3.613
Sr8V6Ir2O24,-3.567
Sr8V4Ir4O24,-3.466
Sr8Mg1V7O24,-3.245
Sr8Mg2V6O24,-2.867
Sr8Mg4V4O24,-1.176
Sr8Mn1V7O24,-3.517
Sr8Mn2V6O24,-3.346
Sr8Mn4V4O24,-3.065
Sr8V7Mo1O24,-3.688
Sr8V6Mo2O24,-3.848
Sr8V4Mo4O24,-4.281
Sr8V4Ni4O24,-2
Sr8V7Os1O24,-3.678
Sr8V6Os2O24,-3.817
Sr8V4Os4O24,-3.759
Sr8V7Pd1O24,-3.383
Sr8V6Pd2O24,-3.279
Sr8V4Pd4O24,-2.681
Sr8V7Pt1O24,-3.467
Sr8V6Pt2O24,-3.381
Sr8V4Pt4O24,-3.446
Sr8V7Re1O24,-3.709
Sr8V6Re2O24,-4.008
Sr8V4Re4O24,-4.16
Sr8V7Rh1O24,-3.521
Sr8V6Rh2O24,-3.382
Sr8V4Rh4O24,-2.928
Sr8V7Ru1O24,-3.592
Sr8V6Ru2O24,-3.614
Sr8Sc1V7O24,-3.345
Sr8Sc2V6O24,-3.102
Sr8Sc4V4O24,-1.676
Sr8V7Si1O24,-3.556
Sr8V6Si2O24,-3.391
Sr8V4Si4O24,-3.425
Sr8V7Sn1O24,-3.498
Sr8V6Sn2O24,-3.429
Sr8V4Sn4O24,-3.245
Sr8Ti1V7O24,-3.555
Sr8Ti2V6O24,-3.473
Sr8Ti4V4O24,-3.336
Sr8Y1V7O24,-3.302
Sr8Y2V6O24,-3.073
Sr8Y4V4O24,-1.49
Sr8V7Zn1O24,-3.288
Sr8V6Zn2O24,-2.969
Sr8V4Zn4O24,-1.254
Sr8Zr1V7O24,-3.494
Sr8Zr2V6O24,-3.436
Sr8Zr4V4O24,-3.335
Sr8V8O24,-3.657
Ba2Y6Co8O24,-2.486
Ba4Y4Co8O24,-2.33
Ca2Y6Co8O24,-2.524
Ca4Y4Co8O24,-2.398
Dy2Y6Co8O24,-2.863
Dy4Y4Co8O24,-2.854
Gd2Y6Co8O24,-2.944
Gd4Y4Co8O24,-3.011
Y6Ho2Co8O24,-2.866
Y4Ho4Co8O24,-2.863
Nd2Y6Co8O24,-2.699
Nd4Y4Co8O24,-2.786
Sm2Y6Co8O24,-2.836
Sm4Y4Co8O24,-2.809
Sr2Y6Co8O24,-2.428
Sr4Y4Co8O24,-2.303
Y8Cr1Co7O24,-3.024
Y8Cr2Co6O24,-3.094
Y8Cr4Co4O24,-3.311
Y8Fe1Co7O24,-2.709
Y8Fe2Co6O24,-2.872
Y8Fe4Co4O24,-2.841
Y8Mg1Co7O24,-2.472
Y8Mg2Co6O24,-2.269
Y8Mg4Co4O24,-1.837
Y8Mn1Co7O24,-2.986
Y8Mn2Co6O24,-2.985
Y8Mn4Co4O24,-3.01
Y8Co7Ni1O24,-2.696
Y8Co6Ni2O24,-2.617
Y8Co8O24,-2.881
Ba2Y6Cr8O24,-2.978
Ba4Y4Cr8O24,-2.688
Ca2Y6Cr8O24,-3.14
Ca4Y4Cr8O24,-2.977
Dy2Y6Cr8O24,-3.639
Dy4Y4Cr8O24,-3.62
Gd2Y6Cr8O24,-3.452
Gd4Y4Cr8O24,-3.769
Y6Ho2Cr8O24,-3.629
Y4Ho4Cr8O24,-3.62
Nd2Y6Cr8O24,-3.591
Nd4Y4Cr8O24,-3.562
Sm2Y6Cr8O24,-3.62
Sm4Y4Cr8O24,-3.587
Sr2Y6Cr8O24,-3.052
Sr4Y4Cr8O24,-2.834
Y8Cr7Co1O24,-3.495
Y8Cr6Co2O24,-3.503
Y8Cr7Fe1O24,-3.445
Y8Cr6Fe2O24,-3.409
Y8Cr4Fe4O24,-3.446
Y8Mg1Cr7O24,-3.094
Y8Mg2Cr6O24,-2.873
Y8Mg4Cr4O24,-2.361
Y8Mn1Cr7O24,-3.665
Y8Mn2Cr6O24,-3.652
Y8Cr7Ni1O24,-3.156
Y8Cr6Ni2O24,-3
Y8Cr8O24,-3.633
Ba2Y6Fe8O24,-2.848
Ba4Y4Fe8O24,-2.527
Ca2Y6Fe8O24,-3.119
Ca4Y4Fe8O24,-2.825
Dy2Y6Fe8O24,-3.315
Dy4Y4Fe8O24,-3.296
Gd2Y6Fe8O24,-3.415
Gd4Y4Fe8O24,-3.475
Y6Ho2Fe8O24,-3.306
Y4Ho4Fe8O24,-3.302
Nd2Y6Fe8O24,-3.287
Nd4Y4Fe8O24,-3.324
Sm2Y6Fe8O24,-3.301
Sm4Y4Fe8O24,-3.275
Sr2Y6Fe8O24,-3.035
Sr4Y4Fe8O24,-2.682
Y8Fe7Co1O24,-3.209
Y8Fe6Co2O24,-3.132
Y8Cr1Fe7O24,-3.352
Y8Cr2Fe6O24,-3.416
Y8Mg1Fe7O24,-3.126
Y8Mg2Fe6O24,-2.898
Y8Mg4Fe4O24,-2.623
Y8Mn1Fe7O24,-3.288
Y8Mn2Fe6O24,-3.389
Y8Fe7Ni1O24,-3.188
Y8Fe6Ni2O24,-3.081
Y8Fe8O24,-3.314
Ba2Y6Ga8O24,-1.415
Ba4Y4Ga8O24,-1.243
Ca2Y6Ga8O24,-1.206
Ca4Y4Ga8O24,-1.224
Dy2Y6Ga8O24,-1.067
Dy4Y4Ga8O24,-1.233
Gd2Y6Ga8O24,-1.247
Gd4Y4Ga8O24,-1.5
Y6Ho2Ga8O24,-1.319
Y4Ho4Ga8O24,-1.24
Nd2Y6Ga8O24,-1.109
Nd4Y4Ga8O24,-1.231
Sm2Y6Ga8O24,-1.081
Sm4Y4Ga8O24,-1.195
Sr2Y6Ga8O24,-1.224
Sr4Y4Ga8O24,-1.174
Y8Ga7Co1O24,-2.29
Y8Ga6Co2O24,-2.506
Y8Ga4Co4O24,-2.698
Y8Cr1Ga7O24,-2.708
Y8Cr2Ga6O24,-2.953
Y8Cr4Ga4O24,-3.17
Y8Ga7Fe1O24,-3.009
Y8Ga6Fe2O24,-3.134
Y8Ga4Fe4O24,-3.202
Y8Mg1Ga7O24,-1.165
Y8Mg2Ga6O24,-1.155
Y8Mg4Ga4O24,-1.133
Y8Mn1Ga7O24,-3.069
Y8Mn2Ga6O24,-3.107
Y8Mn4Ga4O24,-3.276
Y8Ga7Ni1O24,-2.042
Y8Ga6Ni2O24,-2.061
Y8Ga4Ni4O24,-2.242
Y8Ga8O24,-1.44
Ba2Y6Mn8O24,-3.181
Ca2Y6Mn8O24,-3.37
Ca4Y4Mn8O24,-3.103
Dy2Y6Mn8O24,-3.636
Dy4Y4Mn8O24,-3.681
Gd2Y6Mn8O24,-3.745
Gd4Y4Mn8O24,-3.818
Y6Ho2Mn8O24,-3.628
Y4Ho4Mn8O24,-3.694
Nd2Y6Mn8O24,-3.596
Nd4Y4Mn8O24,-3.537
Sm2Y6Mn8O24,-3.62
Sm4Y4Mn8O24,-3.584
Sr2Y6Mn8O24,-3.261
Sr4Y4Mn8O24,-2.828
Y8Mn7Co1O24,-3.592
Y8Mn6Co2O24,-3.496
Y8Mn7Cr1O24,-3.607
Y8Mn6Cr2O24,-3.629
Y8Mn4Cr4O24,-3.574
Y8Mn7Fe1O24,-3.602
Y8Mn6Fe2O24,-3.664
Y8Mn4Fe4O24,-3.679
Y8Mg1Mn7O24,-3.527
Y8Mg2Mn6O24,-3.41
Y8Mg4Mn4O24,-1.83
Y8Mn7Ni1O24,-3.564
Y8Mn6Ni2O24,-3.408
Y8Mn8O24,-3.664
Ba2Y6Ni8O24,-1.933
Ba4Y4Ni8O24,-1.452
Ca2Y6Ni8O24,-2.141
Ca4Y4Ni8O24,-1.92
Dy2Y6Ni8O24,-2.332
Dy4Y4Ni8O24,-2.321
Gd2Y6Ni8O24,-2.489
Gd4Y4Ni8O24,-2.598
Y6Ho2Ni8O24,-2.338
Y4Ho4Ni8O24,-2.33
Nd2Y6Ni8O24,-2.299
Nd4Y4Ni8O24,-2.243
Sm2Y6Ni8O24,-2.314
Sm4Y4Ni8O24,-2.272
Sr2Y6Ni8O24,-2.034
Sr4Y4Ni8O24,-1.641
Y8Co1Ni7O24,-2.353
Y8Co2Ni6O24,-2.373
Y8Co4Ni4O24,-2.411
Y8Cr1Ni7O24,-2.446
Y8Cr2Ni6O24,-2.514
Y8Cr4Ni4O24,-2.669
Y8Fe1Ni7O24,-2.476
Y8Fe2Ni6O24,-2.564
Y8Fe4Ni4O24,-2.778
Y8Mg1Ni7O24,-2.168
Y8Mg2Ni6O24,-2.112
Y8Mg4Ni4O24,-1.413
Y8Mn1Ni7O24,-2.399
Y8Mn2Ni6O24,-2.452
Y8Mn4Ni4O24,-2.611
Y8Ni8O24,-2.352
Ba2Y6Sc8O24,-1.329
Ba4Y4Sc8O24,-1.209
Ca2Y6Sc8O24,-1.182
Ca4Y4Sc8O24,-1.141
Dy2Y6Sc8O24,-1.414
Dy4Y4Sc8O24,-1.434
Gd2Y6Sc8O24,-1.472
Gd4Y4Sc8O24,-1.557
Y6Ho2Sc8O24,-1.486
Y4Ho4Sc8O24,-1.463
Nd2Y6Sc8O24,-1.356
Nd4Y4Sc8O24,-1.367
Sm2Y6Sc8O24,-1.374
Sm4Y4Sc8O24,-1.408
Sr2Y6Sc8O24,-1.219
Sr4Y4Sc8O24,-1.167
Y8Sc7Co1O24,-2.376
Y8Sc6Co2O24,-2.514
Y8Sc4Co4O24,-2.903
Y8Sc7Cr1O24,-2.953
Y8Sc6Cr2O24,-3.069
Y8Sc4Cr4O24,-3.304
Y8Sc7Fe1O24,-3.24
Y8Sc6Fe2O24,-3.348
Y8Sc4Fe4O24,-3.467
Y8Mg1Sc7O24,-1.216
Y8Mg2Sc6O24,-1.164
Y8Mg4Sc4O24,-1.142
Y8Sc7Mn1O24,-3.204
Y8Sc6Mn2O24,-3.204
Y8Sc4Mn4O24,-2.984
Y8Sc7Ni1O24,-2.19
Y8Sc6Ni2O24,-2.289
Y8Sc4Ni4O24,-2.371
Y8Sc8O24,-1.54
Ba2Y6Ti8O24,-5.063
Ba4Y4Ti8O24,-4.602
Ca2Y6Ti8O24,-5.161
Ca4Y4Ti8O24,-4.934
Dy2Y6Ti8O24,-5.099
Dy4Y4Ti8O24,-5.163
Gd2Y6Ti8O24,-5.184
Gd4Y4Ti8O24,-5.261
Y6Ho2Ti8O24,-5.249
Y4Ho4Ti8O24,-5.17
Nd2Y6Ti8O24,-5.072
Nd4Y4Ti8O24,-5.138
Sm2Y6Ti8O24,-5.077
Sm4Y4Ti8O24,-5.136
Sr2Y6Ti8O24,-5.138
Sr4Y4Ti8O24,-4.775
Y8Ti7Co1O24,-4.798
Y8Ti6Co2O24,-4.558
Y8Ti4Co4O24,-3.251
Y8Ti7Cr1O24,-5.002
Y8Ti6Cr2O24,-4.963
Y8Ti4Cr4O24,-4.854
Y8Ti7Fe1O24,-4.845
Y8Ti6Fe2O24,-4.663
Y8Ti4Fe4O24,-4.008
Y8Mg1Ti7O24,-5.144
Y8Mg2Ti6O24,-4.968
Y8Mg4Ti4O24,-1.598
Y8Ti7Mn1O24,-4.869
Y8Ti6Mn2O24,-4.755
Y8Ti4Mn4O24,-3.934
Y8Ti7Ni1O24,-4.782
Y8Ti6Ni2O24,-4.544
Y8Ti4Ni4O24,-2.646
Y8Ti8O24,-5.267
Ba2Y6V8O24,-3.931
Ba4Y4V8O24,-3.58
Ca2Y6V8O24,-4.056
Ca4Y4V8O24,-3.84
Dy2Y6V8O24,-4.213
Dy4Y4V8O24,-4.235
Gd2Y6V8O24,-4.346
Gd4Y4V8O24,-4.45
Y6Ho2V8O24,-4.205
Y4Ho4V8O24,-4.251
Nd2Y6V8O24,-4.197
Nd4Y4V8O24,-4.183
Sm2Y6V8O24,-4.205
Sm4Y4V8O24,-4.192
Sr2Y6V8O24,-3.989
Sr4Y4V8O24,-3.73
Y8V7Co1O24,-4.071
Y8V6Co2O24,-3.977
Y8V4Co4O24,-3.696
Y8V7Cr1O24,-4.158
Y8V6Cr2O24,-4.145
Y8V4Cr4O24,-4.036
Y8V7Fe1O24,-4.102
Y8V6Fe2O24,-4.044
Y8V4Fe4O24,-3.836
Y8Mg1V7O24,-3.998
Y8Mg2V6O24,-3.793
Y8Mg4V4O24,-3.347
Y8Mn1V7O24,-4.111
Y8Mn2V6O24,-4.015
Y8Mn4V4O24,-3.79
Y8V7Ni1O24,-4.042
Y8V6Ni2O24,-3.859
Y8V4Ni4O24,-3.43
Y8V8O24,-4.211
Ba7Ca1Nb8O24,-4.228
Ba7Ca1Nb7Cr1O24,-4.131
Ba7Ca1Nb7Fe1O24,-3.985
Ba7Ca1Mn1Nb7O24,-4.011
Ba7Ca1Nb7Ni1O24,-4.002
Ba7Ca1Nb7Sn1O24,-4.269
Ba7Ca1Ta1Nb7O24,-4.303
Ba7Ca1Ti1Nb7O24,-4.17
Ba7Ca1Nb7V1O24,-4.088
Ba6Ca2Nb8O24,-4.316
Ba6Ca2Nb6Cr2O24,-4.064
Ba6Ca2Nb6Fe2O24,-3.868
Ba6Ca2Mn2Nb6O24,-3.965
Ba6Ca2Nb6Ni2O24,-3.903
Ba6Ca2Nb6Sn2O24,-4.38
Ba6Ca2Ta2Nb6O24,-4.476
Ba6Ca2Ti2Nb6O24,-4.194
Ba4Ca4Nb4Cr4O24,-3.243
Ba4Ca4Nb4Fe4O24,-2.676
Ba4Ca4Mn4Nb4O24,-3.323
Ba4Ca4Nb4Ni4O24,-2.083
Ba4Ca4Nb4Sn4O24,-4.673
Ba4Ca4Ti4Nb4O24,-4.276
Cs1Ba7Nb8O24,-4.009
Cs1Ba7Nb7Cr1O24,-3.883
Cs1Ba7Nb7Fe1O24,-3.748
Cs1Ba7Mn1Nb7O24,-3.752
Cs1Ba7Ta1Nb7O24,-4.079
Cs1Ba7Nb7V1O24,-3.861
Cs2Ba6Nb8O24,-3.823
Cs2Ba6Nb6Cr2O24,-3.595
Cs2Ba6Nb6Fe2O24,-3.164
Cs2Ba6Mn2Nb6O24,-3.192
Cs2Ba6Ta2Nb6O24,-3.938
Cs2Ba6Nb6V2O24,-3.375
Cs4Ba4Nb8O24,-3.521
Cs4Ba4Mn4Nb4O24,-1.393
Cs4Ba4Ta4Nb4O24,-3.79
Cs4Ba4Nb4V4O24,-3.178
Ba7La1Nb8O24,-4.47
Ba7La1Nb7Co1O24,-4.292
Ba7La1Nb7Cr1O24,-4.383
Ba7La1Nb7Fe1O24,-4.244
Ba7La1Mn1Nb7O24,-4.273
Ba7La1Nb7Ni1O24,-4.295
Ba7La1Sc1Nb7O24,-4.363
Ba7La1Ta1Nb7O24,-4.54
Ba7La1Ti1Nb7O24,-4.337
Ba7La1Nb7V1O24,-4.319
Ba6La2Nb8O24,-4.768
Ba6La2Nb6Co2O24,-4.313
Ba6La2Nb6Cr2O24,-4.573
Ba6La2Nb6Fe2O24,-4.36
Ba6La2Mn2Nb6O24,-4.271
Ba6La2Nb6Ni2O24,-4.222
Ba6La2Sc2Nb6O24,-4.458
Ba6La2Ta2Nb6O24,-4.92
Ba6La2Ti2Nb6O24,-4.516
Ba6La2Nb6V2O24,-4.45
Ba4La4Nb4Co4O24,-3.982
Ba4La4Nb4Cr4O24,-4.746
Ba4La4Nb4Fe4O24,-4.109
Ba4La4Mn4Nb4O24,-4.411
Ba4La4Nb4Ni4O24,-3.121
Ba4La4Sc4Nb4O24,-4.815
Ba4La4Ta4Nb4O24,-5.636
Ba4La4Ti4Nb4O24,-4.88
Ba4La4Nb4V4O24,-4.79
Rb1Ba7Nb8O24,-4.042
Rb1Ba7Nb7Cr1O24,-3.912
Rb1Ba7Nb7Fe1O24,-3.784
Rb1Ba7Mn1Nb7O24,-3.787
Rb1Ba7Ta1Nb7O24,-4.112
Rb1Ba7Nb7V1O24,-3.895
Rb2Ba6Nb8O24,-3.886
Rb2Ba6Nb6Cr2O24,-3.659
Rb2Ba6Nb6Fe2O24,-3.233
Rb2Ba6Mn2Nb6O24,-3.302
Rb2Ba6Ta2Nb6O24,-4.033
Rb2Ba6Nb6V2O24,-3.422
Rb4Ba4Nb8O24,-3.642
Rb4Ba4Nb4Cr4O24,-2.133
Rb4Ba4Nb4Fe4O24,-1.42
Rb4Ba4Mn4Nb4O24,-1.334
Rb4Ba4Ta4Nb4O24,-3.925
Rb4Ba4Nb4V4O24,-3.063
Ba7Sr1Nb8O24,-4.175
Ba7Sr1Nb7Cr1O24,-4.074
Ba7Sr1Nb7Fe1O24,-3.914
Ba7Sr1Mn1Nb7O24,-3.942
Ba7Sr1Nb7Ni1O24,-3.997
Ba7Sr1Nb7Sn1O24,-4.202
Ba7Sr1Ta1Nb7O24,-4.255
Ba7Sr1Ti1Nb7O24,-4.118
Ba7Sr1Nb7V1O24,-4.033
Ba6Sr2Nb6Cr2O24,-3.949
Ba6Sr2Nb6Fe2O24,-3.763
Ba6Sr2Mn2Nb6O24,-3.872
Ba6Sr2Nb6Ni2O24,-3.797
Ba6Sr2Nb6Sn2O24,-4.27
Ba6Sr2Ti2Nb6O24,-4.084
Ba4Sr4Nb4Cr4O24,-2.981
Ba4Sr4Nb4Fe4O24,-2.905
Ba4Sr4Nb4Ni4O24,-1.752
Ba4Sr4Ti4Nb4O24,-4.045
Ba4Sr4Nb4V4O24,-3.668
Ba7Y1Nb8O24,-4.371
Ba6Y2Nb8O24,-4.574
Ba7Zn1Nb8O24,-3.932
Ba6Zn2Nb8O24,-3.713
Ba4Zn4Nb8O24,-3.39
Ba8Nb7Cr1O24,-4.028
Ba8Nb6Cr2O24,-3.875
Ba8Nb4Cr4O24,-2.736
Ba8Nb7Fe1O24,-3.879
Ba8Nb6Fe2O24,-3.689
Ba8Nb4Fe4O24,-1.939
Ba8Nb7Ge1O24,-3.998
Ba8Nb6Ge2O24,-3.726
Ba8Nb4Ge4O24,-3.39
Ba8Hf1Nb7O24,-4.157
Ba8Hf2Nb6O24,-4.117
Ba8Hf4Nb4O24,-4.272
Ba8Mn1Nb7O24,-3.899
Ba8Mn2Nb6O24,-3.786
Ba8Mn4Nb4O24,-2.684
Ba8Nb7Mo1O24,-4.079
Ba8Nb6Mo2O24,-4.004
Ba8Nb4Mo4O24,-4.012
Ba8Nb7Ni1O24,-3.934
Ba8Nb6Ni2O24,-3.727
Ba8Nb4Ni4O24,-1.459
Ba8Nb7Ru1O24,-4.307
Ba8Nb6Ru2O24,-4.171
Ba8Nb4Ru4O24,-3.061
Ba8Nb7Sn1O24,-4.156
Ba8Nb6Sn2O24,-4.167
Ba8Nb4Sn4O24,-3.735
Ba8Ta1Nb7O24,-4.207
Ba8Ti1Nb7O24,-4.074
Ba8Ti2Nb6O24,-4.001
Ba8Ti4Nb4O24,-3.88
Ba8Nb7V1O24,-3.984
Ba8Nb4V4O24,-3.4
Ba8Zr1Nb7O24,-4.141
Ba8Zr2Nb6O24,-4.111
Ba8Zr4Nb4O24,-4.167
Ba1Sr7Nb8O24,-4.386
Ba1Sr7Nb7Cr1O24,-4.338
Ba1Sr7Nb7Fe1O24,-4.105
Ba1Sr7Mn1Nb7O24,-4.129
Ba1Sr7Nb7Ni1O24,-4.07
Ba1Sr7Nb7Sn1O24,-4.374
Ba1Sr7Ta1Nb7O24,-4.477
Ba1Sr7Ti1Nb7O24,-4.345
Ba1Sr7Nb7V1O24,-4.284
Ba2Sr6Nb6Cr2O24,-4.168
Ba2Sr6Nb6Fe2O24,-3.845
Ba2Sr6Mn2Nb6O24,-3.889
Ba2Sr6Nb6Ni2O24,-3.823
Ba2Sr6Nb6Sn2O24,-4.367
Ba2Sr6Ti2Nb6O24,-4.235
Ba4Sr4Mn4Nb4O24,-2.776
Ba4Sr4Nb4Sn4O24,-2.906
Sr7Ca1Nb8O24,-4.47
Sr7Ca1Nb7Cr1O24,-4.374
Sr7Ca1Nb7Fe1O24,-4.153
Sr7Ca1Mn1Nb7O24,-4.213
Sr7Ca1Nb7Ni1O24,-4.13
Sr7Ca1Nb7Sn1O24,-4.424
Sr7Ca1Ta1Nb7O24,-4.554
Sr7Ca1Ti1Nb7O24,-4.429
Sr7Ca1Nb7V1O24,-4.348
Sr6Ca2Nb8O24,-4.514
Sr6Ca2Nb6Cr2O24,-4.224
Sr6Ca2Nb6Fe2O24,-3.945
Sr6Ca2Mn2Nb6O24,-3.961
Sr6Ca2Nb6Ni2O24,-3.872
Sr6Ca2Nb6Sn2O24,-4.446
Sr6Ca2Ta2Nb6O24,-4.687
Sr6Ca2Ti2Nb6O24,-4.388
Sr6Ca2Nb6V2O24,-4.292
Sr4Ca4Nb8O24,-4.585
Sr4Ca4Nb4Cr4O24,-3.153
Sr4Ca4Nb4Fe4O24,-2.628
Sr4Ca4Mn4Nb4O24,-3.001
Sr4Ca4Nb4Ni4O24,-2.141
Sr4Ca4Nb4Sn4O24,-3.207
Sr4Ca4Ti4Nb4O24,-4.368
Sr4Ca4Nb4V4O24,-3.821
Cs1Sr7Nb8O24,-4.288
Cs1Sr7Nb7Cr1O24,-4.116
Cs1Sr7Mn1Nb7O24,-4.001
Cs1Sr7Ta1Nb7O24,-4.362
Cs1Sr7Nb7V1O24,-4.136
Cs2Sr6Nb8O24,-4.07
Cs2Sr6Nb6Cr2O24,-3.825
Cs2Sr6Nb6Fe2O24,-3.366
Cs2Sr6Mn2Nb6O24,-3.183
Cs2Sr6Ta2Nb6O24,-4.213
Cs2Sr6Nb6V2O24,-3.551
Cs4Sr4Nb8O24,-3.732
Cs4Sr4Ta4Nb4O24,-4.009
Sr7La1Nb8O24,-4.72
Sr7La1Nb7Co1O24,-4.514
Sr7La1Nb7Cr1O24,-4.586
Sr7La1Nb7Fe1O24,-4.442
Sr7La1Mn1Nb7O24,-4.441
Sr7La1Nb7Ni1O24,-4.451
Sr7La1Sc1Nb7O24,-4.591
Sr7La1Ta1Nb7O24,-4.794
Sr7La1Ti1Nb7O24,-4.594
Sr7La1Nb7V1O24,-4.576
Sr6La2Nb8O24,-5.011
Sr6La2Nb6Co2O24,-4.344
Sr6La2Nb6Cr2O24,-4.636
Sr6La2Nb6Fe2O24,-4.447
Sr6La2Mn2Nb6O24,-4.343
Sr6La2Nb6Ni2O24,-4.264
Sr6La2Sc2Nb6O24,-4.609
Sr6La2Ta2Nb6O24,-5.157
Sr6La2Ti2Nb6O24,-4.74
Sr6La2Nb6V2O24,-4.62
Sr4La4Nb8O24,-5.373
Sr4La4Mn4Nb4O24,-3.877
Sr4La4Sc4Nb4O24,-4.912
Sr4La4Ta4Nb4O24,-5.558
Sr4La4Ti4Nb4O24,-5.009
Sr4La4Nb4V4O24,-4.705
Rb1Sr7Nb8O24,-4.324
Rb1Sr7Nb7Cr1O24,-4.157
Rb1Sr7Nb7Fe1O24,-4.041
Rb1Sr7Mn1Nb7O24,-4.029
Rb1Sr7Ta1Nb7O24,-4.397
Rb1Sr7Nb7V1O24,-4.178
Rb2Sr6Nb8O24,-4.156
